FoodCode	Main.food.description	X2017_2018.FNDDS.At.A.Glance_Foods.and.Beverages	Vidarium.Foodcode.ModCode	ModCode	Old.Main.food.description	FoodID
11116000	Goat_s_milk_whole	Yes	No	0	Goat's milk, whole	11116000.0
11120000	Milk_dry_reconstituted_NS_as_to_fat_content	Yes	No	0	Milk, dry, reconstituted, NS as to fat content	11120000.0
11121100	Milk_dry_reconstituted_whole	Yes	No	0	Milk, dry, reconstituted, whole	11121100.0
11121210	Milk_dry_reconstituted_low_fat_1_	Yes	No	0	Milk, dry, reconstituted, low fat (1%)	11121210.0
11121300	Milk_dry_reconstituted_fat_free_skim_	Yes	No	0	Milk, dry, reconstituted, fat free (skim)	11121300.0
11210050	Milk_evaporated_NS_as_to_fat_content	Yes	No	0	Milk, evaporated, NS as to fat content	11210050.0
11211050	Milk_evaporated_whole	Yes	No	0	Milk, evaporated, whole	11211050.0
11211400	Milk_evaporated_reduced_fat_2_	Yes	No	0	Milk, evaporated, reduced fat (2%)	11211400.0
11212050	Milk_evaporated_fat_free_skim_	Yes	No	0	Milk, evaporated, fat free (skim)	11212050.0
11220000	Milk_condensed_sweetened	Yes	No	0	Milk, condensed, sweetened	11220000.0
11300100	Non_dairy_milk_NFS	Yes	No	0	Non-dairy milk, NFS	11300100.0
