FoodCode	Main.food.description	X2017_2018.FNDDS.At.A.Glance_Foods.and.Beverages	Vidarium.Foodcode.ModCode	ModCode	Old.Main.food.description	FoodID
91300010	Syrup_NFS	Yes	No	0	Syrup, NFS	91300010.0
91302020	Agave_liquid_sweetener	Yes	No	0	Agave liquid sweetener	91302020.0
91304010	Topping_butterscotch_or_caramel	Yes	No	0	Topping, butterscotch or caramel	91304010.0
91306020	Caramel_dip_regular	Yes	No	0	Caramel dip, regular	91306020.0
91401000	Jelly_all_flavors	Yes	No	0	Jelly, all flavors	91401000.0
91404000	Marmalade_all_flavors	Yes	No	0	Marmalade, all flavors	91404000.0
91405000	Jelly_sugar_free_all_flavors	Yes	No	0	Jelly, sugar free, all flavors	91405000.0
91407100	Guava_paste	Yes	No	0	Guava paste	91407100.0
91700010	Candy_NFS	Yes	No	0	Candy, NFS	91700010.0
91705010	Milk_chocolate_candy_plain	Yes	No	0	Milk chocolate candy, plain	91705010.0
91705070	Chocolate_milk_with_peanuts	Yes	No	0	Chocolate, milk, with peanuts	91705070.0
91706400	Coconut_candy_Puerto_Rican_style	Yes	No	0	Coconut candy, Puerto Rican style	91706400.0
91708000	Fruit_peel_candied	Yes	No	0	Fruit peel, candied	91708000.0
91723000	Marshmallow	Yes	No	0	Marshmallow	91723000.0
91745010	Gumdrops	Yes	No	0	Gumdrops	91745010.0
91746100	M_M_s_Milk_Chocolate_Candies	Yes	No	0	M&M's Milk Chocolate Candies	91746100.0
91770000	Dietetic_or_low_calorie_candy_NFS	Yes	No	0	Dietetic or low calorie candy, NFS	91770000.0
91800100	Chewing_gum_NFS	Yes	No	0	Chewing gum, NFS	91800100.0
92101000	Coffee_brewed	Yes	No	0	Coffee, brewed	92101000.0
92103000	Coffee_instant_reconstituted	Yes	No	0	Coffee, instant, reconstituted	92103000.0
92111000	Coffee_NS_as_to_brewed_or_instant_decaffeinated	Yes	No	0	Coffee, NS as to brewed or instant, decaffeinated	92111000.0
92111010	Coffee_brewed_decaffeinated	Yes	No	0	Coffee, brewed, decaffeinated	92111010.0
92114000	Coffee_instant_decaffeinated_reconstituted	Yes	No	0	Coffee, instant, decaffeinated, reconstituted	92114000.0
92161000	Coffee_Cappuccino	Yes	No	0	Coffee, Cappuccino	92161000.0
92306100	Corn_beverage	Yes	No	0	Corn beverage	92306100.0
92306700	Tea_hot_chamomile	Yes	No	0	Tea, hot, chamomile	92306700.0
92307500	Iced_Tea_Lemonade_juice_drink	Yes	No	0	Iced Tea / Lemonade juice drink	92307500.0
92307510	Iced_Tea_Lemonade_juice_drink_light	Yes	No	0	Iced Tea / Lemonade juice drink, light	92307510.0
92307520	Iced_Tea_Lemonade_juice_drink_diet	Yes	No	0	Iced Tea / Lemonade juice drink, diet	92307520.0
92400000	Soft_drink_NFS	Yes	No	0	Soft drink, NFS	92400000.0
92410310	Soft_drink_cola	Yes	No	0	Soft drink, cola	92410310.0
92410320	Soft_drink_cola_diet	Yes	No	0	Soft drink, cola, diet	92410320.0
92410520	Soft_drink_fruit_flavored_diet_caffeine_free	Yes	No	0	Soft drink, fruit flavored, diet, caffeine free	92410520.0
92410610	Soft_drink_ginger_ale	Yes	No	0	Soft drink, ginger ale	92410610.0
92511250	Fruit_juice_beverage_40_50_juice_citrus	Yes	No	0	Fruit juice beverage, 40-50% juice, citrus	92511250.0
92530410	Fruit_flavored_drink_with_high_vitamin_C	Yes	No	0	Fruit flavored drink, with high vitamin C	92530410.0
92542000	Fruit_flavored_drink_with_high_vitamin_C_powdered_reconstituted	Yes	No	0	Fruit flavored drink, with high vitamin C, powdered, reconstituted	92542000.0
92552000	Fruit_flavored_drink_with_high_vitamin_C_powdered_reconstituted_diet	Yes	No	0	Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet	92552000.0
92611010	Oatmeal_beverage_with_water	Yes	No	0	Oatmeal beverage with water	92611010.0
92611100	Oatmeal_beverage_with_milk	Yes	No	0	Oatmeal beverage with milk	92611100.0
92612010	Sugar_cane_beverage	Yes	No	0	Sugar cane beverage	92612010.0
92803000	Nonalcoholic_malt_beverage	Yes	No	0	Nonalcoholic malt beverage	92803000.0
92900300	Sports_drink_dry_concentrate_not_reconstituted	Yes	No	0	Sports drink, dry concentrate, not reconstituted	92900300.0
93101000	Beer	Yes	No	0	Beer	93101000.0
93102000	Beer_light	Yes	No	0	Beer, light	93102000.0
93401010	Wine_table_red	Yes	No	0	Wine, table, red	93401010.0
93401020	Wine_table_white	Yes	No	0	Wine, table, white	93401020.0
95103000	Nutritional_drink_or_shake_ready_to_drink_Ensure_	Yes	No	0	Nutritional drink or shake, ready-to-drink (Ensure)	95103000.0
95201010	Nutritional_powder_mix_sugar_free_Carnation_Instant_Breakfast_	Yes	No	0	Nutritional powder mix, sugar free (Carnation Instant Breakfast)	95201010.0
95201700	Nutritional_powder_mix_Kellogg_s_Special_K20_Protein_Water_	Yes	No	0	Nutritional powder mix (Kellogg's Special K20 Protein Water)	95201700.0
95220010	Nutritional_powder_mix_high_protein_NFS	Yes	No	0	Nutritional powder mix, high protein, NFS	95220010.0
95311000	Energy_Drink	Yes	No	0	Energy Drink	95311000.0
