FoodCode	Main.food.description	2017_2018.FNDDS.At.A.Glance_Foods.and.Beverages	Vidarium.Foodcode.ModCode	ModCode
22810010	Ham, baby food, strained	Yes	No	0
22820000	Meat stick, baby food	Yes	No	0
23000100	Lamb, NS as to cut, cooked	Yes	No	0
23101000	Lamb chop, NS as to cut, cooked, NS as to fat eaten	Yes	No	0
23101010	Lamb chop, NS as to cut, cooked, lean and fat eaten	Yes	No	0
23101020	Lamb chop, NS as to cut, cooked, lean only eaten	Yes	No	0
23104000	Lamb, loin chop, cooked, NS as to fat eaten	Yes	No	0
23104010	Lamb, loin chop, cooked, lean and fat eaten	Yes	No	0
23104020	Lamb, loin chop, cooked, lean only eaten	Yes	No	0
23107000	Lamb, shoulder chop, cooked, NS as to fat eaten	Yes	No	0
23107010	Lamb, shoulder chop, cooked, lean and fat eaten	Yes	No	0
23107020	Lamb, shoulder chop, cooked, lean only eaten	Yes	No	0
23110000	Lamb, ribs, cooked, lean only eaten	Yes	No	0
23110010	Lamb, ribs, cooked, NS as to fat eaten	Yes	No	0
23110050	Lamb, ribs, cooked, lean and fat eaten	Yes	No	0
23111010	Lamb hocks, cooked	Yes	No	0
23120100	Lamb, roast, cooked, NS as to fat eaten	Yes	No	0
23120110	Lamb, roast, cooked, lean and fat eaten	Yes	No	0
23120120	Lamb, roast, cooked, lean only eaten	Yes	No	0
23132000	Lamb, ground or patty, cooked	Yes	No	0
23150100	Goat, boiled	Yes	No	0
23150200	Goat, fried	Yes	No	0
23150250	Goat, baked	Yes	No	0
23150270	Goat head, cooked	Yes	No	0
23150300	Goat ribs, cooked	Yes	No	0
23200100	Veal, NS as to cut, cooked, NS as to fat eaten	Yes	No	0
23200110	Veal, NS as to cut, cooked, lean and fat eaten	Yes	No	0
23200120	Veal, NS as to cut, cooked, lean only eaten	Yes	No	0
23201010	Veal chop, NS as to cooking method, NS as to fat eaten	Yes	No	0
23201020	Veal chop, NS as to cooking method, lean and fat eaten	Yes	No	0
23201030	Veal chop, NS as to cooking method, lean only eaten	Yes	No	0
23203010	Veal chop, fried, NS as to fat eaten	Yes	No	0
23203020	Veal chop, fried, lean and fat eaten	Yes	No	0
23203030	Veal chop, fried, lean only eaten	Yes	No	0
23203100	Veal chop, broiled, NS as to fat eaten	Yes	No	0
23203110	Veal chop, broiled, lean and fat eaten	Yes	No	0
23203120	Veal chop, broiled, lean only eaten	Yes	No	0
23204010	Veal cutlet or steak, NS as to cooking method, NS as to fat eaten	Yes	No	0
23204020	Veal cutlet or steak, NS as to cooking method, lean and fat eaten	Yes	No	0
23204030	Veal cutlet or steak, NS as to cooking method, lean only eaten	Yes	No	0
23204200	Veal cutlet or steak, broiled, NS as to fat eaten	Yes	No	0
23204210	Veal cutlet or steak, broiled, lean and fat eaten	Yes	No	0
23204220	Veal cutlet or steak, broiled, lean only eaten	Yes	No	0
23205010	Veal cutlet or steak, fried, NS as to fat eaten	Yes	No	0
23205020	Veal cutlet or steak, fried, lean and fat eaten	Yes	No	0
23205030	Veal cutlet or steak, fried, lean only eaten	Yes	No	0
23210010	Veal, roasted, NS as to fat eaten	Yes	No	0
23210020	Veal, roasted, lean and fat eaten	Yes	No	0
23210030	Veal, roasted, lean only eaten	Yes	No	0
23220010	Veal, ground or patty, cooked	Yes	No	0
23220020	Mock chicken legs, cooked	Yes	No	0
23220030	Veal patty, breaded, cooked	Yes	No	0
23310000	Rabbit, NS as to domestic or wild, cooked	Yes	No	0
23311100	Rabbit, domestic, NS as to cooking method	Yes	No	0
23311120	Rabbit, NS as to domestic or wild, breaded, fried	Yes	No	0
23311200	Rabbit, wild, cooked	Yes	No	0
23321000	Venison/deer, NFS	Yes	No	0
23321050	Venison/deer, cured	Yes	No	0
23321100	Venison/deer, roasted	Yes	No	0
23321200	Venison/deer steak, cooked, NS as to cooking method	Yes	No	0
23321250	Venison/deer steak, breaded or floured, cooked, NS as to cooking method	Yes	No	0
23321900	Venison/deer jerky	Yes	No	0
23322100	Deer sausage	Yes	No	0
23322300	Deer chop, cooked	Yes	No	0
23322350	Venison/deer ribs, cooked	Yes	No	0
23322400	Venison/deer, stewed	Yes	No	0
23323100	Moose, cooked	Yes	No	0
23323500	Bear, cooked	Yes	No	0
23324100	Caribou, cooked	Yes	No	0
23326100	Bison, cooked	Yes	No	0
23331100	Ground hog, cooked	Yes	No	0
23332100	Opossum, cooked	Yes	No	0
23333100	Squirrel, cooked	Yes	No	0
23334100	Beaver, cooked	Yes	No	0
23335100	Raccoon, cooked	Yes	No	0
23340100	Armadillo, cooked	Yes	No	0
23345100	Wild pig, smoked	Yes	No	0
23350100	Ostrich, cooked	Yes	No	0
23410010	Lamb, baby food, strained	Yes	No	0
23420010	Veal, baby food, strained	Yes	No	0
24100000	Chicken, NS as to part and cooking method, NS as to skin eaten	Yes	No	0
24100010	Chicken, NS as to part and cooking method, skin eaten	Yes	No	0
24100020	Chicken, NS as to part and cooking method, skin not eaten	Yes	No	0
24102000	Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten	Yes	No	0
24102010	Chicken, NS as to part, baked, broiled, or roasted, skin eaten	Yes	No	0
24102020	Chicken, NS as to part, baked, broiled, or roasted, skin not eaten	Yes	No	0
24102050	Chicken, NS as to part, rotisserie, NS as to skin eaten	Yes	No	0
24102060	Chicken, NS as to part, rotisserie, skin eaten	Yes	No	0
24102070	Chicken, NS as to part, rotisserie, skin not eaten	Yes	No	0
24103000	Chicken, NS as to part, stewed, NS as to skin eaten	Yes	No	0
24103010	Chicken, NS as to part, stewed, skin eaten	Yes	No	0
24103020	Chicken, NS as to part, stewed, skin not eaten	Yes	No	0
24103050	Chicken, NS as to part, grilled without sauce, NS as to skin eaten	Yes	No	0
24103055	Chicken, NS as to part, grilled without sauce, skin eaten	Yes	No	0
24103060	Chicken, NS as to part, grilled without sauce, skin not eaten	Yes	No	0
24103070	Chicken, NS as to part, grilled with sauce, NS as to skin eaten	Yes	No	0
24103075	Chicken, NS as to part, grilled with sauce, skin eaten	Yes	No	0
24103080	Chicken, NS as to part, grilled with sauce, skin not eaten	Yes	No	0
24104049	Chicken, NS as to part, sauteed, skin eaten	Yes	No	0
24104051	Chicken, NS as to part, sauteed, skin not eaten	Yes	No	0
24107070	Chicken, NS as to part, fried, coated, skin / coating eaten	Yes	No	0
24107071	Chicken, NS as to part, fried, coated, skin / coating not eaten	Yes	No	0
24107080	Chicken, NS as to part, baked, coated, skin / coating eaten	Yes	No	0
24107081	Chicken, NS as to part, baked, coated, skin / coating not eaten	Yes	No	0
24120110	Chicken breast, NS as to cooking method, skin eaten	Yes	No	0
24120120	Chicken breast, NS as to cooking method, skin not eaten	Yes	No	0
24122130	Chicken breast, baked, broiled, or roasted, skin eaten, from raw	Yes	No	0
24122131	Chicken breast, baked, broiled, or roasted, skin not eaten, from raw	Yes	No	0
24122140	Chicken breast, baked or broiled, skin eaten, from pre-cooked	Yes	No	0
24122141	Chicken breast, baked or broiled, skin not eaten, from pre-cooked	Yes	No	0
24122150	Chicken breast, baked or broiled, skin eaten, from fast food / restaurant	Yes	No	0
24122151	Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant	Yes	No	0
24122160	Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw	Yes	No	0
24122161	Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw	Yes	No	0
24122170	Chicken breast, rotisserie, skin eaten	Yes	No	0
24122171	Chicken breast, rotisserie, skin not eaten	Yes	No	0
24123110	Chicken breast, stewed, skin eaten	Yes	No	0
24123120	Chicken breast, stewed, skin not eaten	Yes	No	0
24123300	Chicken breast, grilled without sauce, skin eaten	Yes	No	0
24123301	Chicken breast, grilled without sauce, skin not eaten	Yes	No	0
24123310	Chicken breast, grilled with sauce, skin eaten	Yes	No	0
24123311	Chicken breast, grilled with sauce, skin not eaten	Yes	No	0
24124200	Chicken breast, sauteed, skin eaten	Yes	No	0
24124201	Chicken breast, sauteed, skin not eaten	Yes	No	0
24127200	Chicken breast, fried, coated, skin / coating eaten, from raw	Yes	No	0
24127201	Chicken breast, fried, coated, skin / coating not eaten, from raw	Yes	No	0
24127202	Chicken breast, fried, coated, prepared skinless, coating eaten, from raw	Yes	No	0
24127210	Chicken breast, fried, coated, skin / coating eaten, from pre-cooked	Yes	No	0
24127211	Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked	Yes	No	0
24127220	Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant	Yes	No	0
24127221	Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant	Yes	No	0
24127500	Chicken breast, baked, coated, skin / coating eaten	Yes	No	0
24127501	Chicken breast, baked, coated, skin / coating not eaten	Yes	No	0
24130210	Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten	Yes	No	0
24130220	Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten	Yes	No	0
24132230	Chicken leg, drumstick and thigh, baked or broiled, skin eaten	Yes	No	0
24132231	Chicken leg, drumstick and thigh, baked or broiled, skin not eaten	Yes	No	0
24132240	Chicken leg, drumstick and thigh, rotisserie, skin eaten	Yes	No	0
24132241	Chicken leg, drumstick and thigh, rotisserie, skin not eaten	Yes	No	0
24133210	Chicken leg, drumstick and thigh, stewed, skin eaten	Yes	No	0
24133220	Chicken leg, drumstick and thigh, stewed, skin not eaten	Yes	No	0
24134100	Chicken leg, drumstick and thigh, grilled without sauce, skin eaten	Yes	No	0
24134101	Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten	Yes	No	0
24134150	Chicken leg, drumstick and thigh, grilled with sauce, skin eaten	Yes	No	0
24134151	Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten	Yes	No	0
24134300	Chicken leg, drumstick and thigh, sauteed, skin eaten	Yes	No	0
24134301	Chicken leg, drumstick and thigh, sauteed, skin not eaten	Yes	No	0
24137300	Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten	Yes	No	0
24137301	Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten	Yes	No	0
24137310	Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten	Yes	No	0
24137311	Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten	Yes	No	0
24140210	Chicken drumstick, NS as to cooking method, skin eaten	Yes	No	0
24140220	Chicken drumstick, NS as to cooking method, skin not eaten	Yes	No	0
24142300	Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw	Yes	No	0
24142301	Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw	Yes	No	0
24142310	Chicken drumstick, baked or broiled, skin eaten, from pre-cooked	Yes	No	0
24142311	Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked	Yes	No	0
24142320	Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant	Yes	No	0
24142321	Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant	Yes	No	0
24142400	Chicken drumstick, rotisserie, skin eaten	Yes	No	0
24142401	Chicken drumstick, rotisserie, skin not eaten	Yes	No	0
24142500	Chicken drumstick, grilled without sauce, skin eaten	Yes	No	0
24142501	Chicken drumstick, grilled without sauce, skin not eaten	Yes	No	0
24142510	Chicken drumstick, grilled with sauce, skin eaten	Yes	No	0
24142511	Chicken drumstick, grilled with sauce, skin not eaten	Yes	No	0
24143210	Chicken drumstick, stewed, skin eaten	Yes	No	0
24143220	Chicken drumstick, stewed, skin not eaten	Yes	No	0
24144300	Chicken drumstick, sauteed, skin eaten	Yes	No	0
24144301	Chicken drumstick, sauteed, skin not eaten	Yes	No	0
24147300	Chicken drumstick, fried, coated, skin / coating eaten, from raw	Yes	No	0
24147301	Chicken drumstick, fried, coated, skin / coating not eaten, from raw	Yes	No	0
24147302	Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw	Yes	No	0
24147310	Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked	Yes	No	0
24147311	Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked	Yes	No	0
24147320	Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant	Yes	No	0
24147321	Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant	Yes	No	0
24147400	Chicken drumstick, baked, coated, skin / coating eaten	Yes	No	0
24147401	Chicken drumstick, baked, coated, skin / coating not eaten	Yes	No	0
24150210	Chicken thigh, NS as to cooking method, skin eaten	Yes	No	0
24150220	Chicken thigh, NS as to cooking method, skin not eaten	Yes	No	0
24152230	Chicken thigh, baked, broiled, or roasted, skin eaten, from raw	Yes	No	0
24152231	Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw	Yes	No	0
24152240	Chicken thigh, baked or broiled, skin eaten, from pre-cooked	Yes	No	0
24152241	Chicken thigh, baked or broiled, skin not eaten, from pre-cooked	Yes	No	0
24152250	Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant	Yes	No	0
24152251	Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant	Yes	No	0
24152300	Chicken thigh, rotisserie, skin eaten	Yes	No	0
24152301	Chicken thigh, rotisserie, skin not eaten	Yes	No	0
24153210	Chicken thigh, stewed, skin eaten	Yes	No	0
24153220	Chicken thigh, stewed, skin not eaten	Yes	No	0
24154010	Chicken thigh, grilled without sauce, skin eaten	Yes	No	0
24154011	Chicken thigh, grilled without sauce, skin not eaten	Yes	No	0
24154020	Chicken thigh, grilled with sauce, skin eaten	Yes	No	0
24154021	Chicken thigh, grilled with sauce, skin not eaten	Yes	No	0
24154300	Chicken thigh, sauteed, skin eaten	Yes	No	0
24154301	Chicken thigh, sauteed, skin not eaten	Yes	No	0
24157300	Chicken thigh, fried, coated, skin / coating eaten, from raw	Yes	No	0
24157301	Chicken thigh, fried, coated, skin / coating not eaten, from raw	Yes	No	0
24157302	Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw	Yes	No	0
24157310	Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked	Yes	No	0
24157311	Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked	Yes	No	0
24157320	Chicken thigh, fried, coated, skin / coating eaten, from fast food	Yes	No	0
24157321	Chicken thigh, fried, coated, skin / coating not eaten, from fast food	Yes	No	0
24157330	Chicken thigh, fried, coated, skin / coating eaten, from restaurant	Yes	No	0
24157331	Chicken thigh, fried, coated, skin / coating not eaten, from restaurant	Yes	No	0
24157400	Chicken thigh, baked, coated, skin / coating eaten	Yes	No	0
24157401	Chicken thigh, baked, coated, skin / coating not eaten	Yes	No	0
24160110	Chicken wing, NS as to cooking method	Yes	No	0
24162130	Chicken wing, baked, broiled, or roasted, from raw	Yes	No	0
24162140	Chicken wing, baked or broiled, from pre-cooked	Yes	No	0
24162150	Chicken wing, baked or broiled, from fast food / restaurant	Yes	No	0
24162200	Chicken wing, rotisserie	Yes	No	0
24163110	Chicken wing, stewed	Yes	No	0
24164000	Chicken wing, grilled without sauce	Yes	No	0
24164010	Chicken wing, grilled with sauce	Yes	No	0
24164200	Chicken wing, sauteed	Yes	No	0
24167200	Chicken wing, fried, coated, from raw	Yes	No	0
24167210	Chicken wing, fried, coated, from pre-cooked	Yes	No	0
24167220	Chicken wing, fried, coated, from fast food	Yes	No	0
24167230	Chicken wing, fried, coated, from restaurant	Yes	No	0
24167300	Chicken wing, baked, coated	Yes	No	0
24168000	"Chicken ""wings"" with hot sauce, from fast food / restaurant"	Yes	No	0
24168001	"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant"	Yes	No	0
24168002	"Chicken ""wings"", plain, from fast food / restaurant"	Yes	No	0
24168010	"Chicken ""wings"" with hot sauce, from precooked"	Yes	No	0
24168011	"Chicken ""wings"" with other sauces or seasoning, from precooked"	Yes	No	0
24168012	"Chicken ""wings"", plain, from precooked"	Yes	No	0
24168020	"Chicken ""wings"" with hot sauce, from other sources"	Yes	No	0
24168021	"Chicken ""wings"" with other sauces or seasoning, from other sources"	Yes	No	0
24168022	"Chicken ""wings"", plain, from other sources"	Yes	No	0
24168030	"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant"	Yes	No	0
24168031	"Chicken ""wings"", boneless, with hot sauce, from other sources"	Yes	No	0
24170200	Chicken, back	Yes	No	0
24180200	Chicken, neck or ribs	Yes	No	0
24198340	Chicken, tail	Yes	No	0
24198440	Chicken skin	Yes	No	0
24198500	Chicken feet	Yes	No	0
24198570	Chicken, canned, meat only	Yes	No	0
24198670	Chicken, chicken roll, roasted	Yes	No	0
24198671	Chicken patty, breaded	Yes	No	0
24198677	Chicken fillet, breaded	Yes	No	0
24198683	Chicken fillet, grilled	Yes	No	0
24198720	Chicken, ground	Yes	No	0
24198729	Chicken nuggets, NFS	Yes	No	0
24198731	Chicken nuggets, from fast food	Yes	No	0
24198732	Chicken nuggets, from restaurant	Yes	No	0
24198735	Chicken nuggets, from school lunch	Yes	No	0
24198736	Chicken nuggets, from frozen	Yes	No	0
24198737	Chicken nuggets, from other sources	Yes	No	0
24198739	Chicken tenders or strips, NFS	Yes	No	0
24198741	Chicken tenders or strips, breaded, from fast food	Yes	No	0
24198742	Chicken tenders or strips, breaded, from restaurant	Yes	No	0
24198745	Chicken tenders or strips, breaded, from school lunch	Yes	No	0
24198746	Chicken tenders or strips, breaded, from frozen	Yes	No	0
24198747	Chicken tenders or strips, breaded, from other sources	Yes	No	0
24198840	Fried chicken chunks, Puerto Rican style	Yes	No	0
24201000	Turkey, NFS	Yes	No	0
24201020	Turkey, light meat, skin not eaten	Yes	No	0
24201030	Turkey, light meat, skin eaten	Yes	No	0
24201060	Turkey, light meat, breaded, baked or fried, skin not eaten	Yes	No	0
24201070	Turkey, light meat, breaded, baked or fried, skin eaten	Yes	No	0
24201120	Turkey, light meat, roasted, skin not eaten	Yes	No	0
24201130	Turkey, light meat, roasted, skin eaten	Yes	No	0
24201220	Turkey, dark meat, roasted, skin not eaten	Yes	No	0
24201230	Turkey, dark meat, roasted, skin eaten	Yes	No	0
24201320	Turkey, light and dark meat, roasted, skin not eaten	Yes	No	0
24201330	Turkey, light and dark meat, roasted, skin eaten	Yes	No	0
24201360	Turkey, light or dark meat, fried, coated, skin not eaten	Yes	No	0
24201370	Turkey, light or dark meat, fried, coated, skin eaten	Yes	No	0
24201410	Turkey, light or dark meat, stewed, skin not eaten	Yes	No	0
24201420	Turkey light or dark meat, stewed, skin eaten	Yes	No	0
24201510	Turkey, light or dark meat, smoked, skin eaten	Yes	No	0
24201520	Turkey, light or dark meat, smoked, skin not eaten	Yes	No	0
24202010	Turkey, drumstick, cooked, skin not eaten	Yes	No	0
24202020	Turkey, drumstick, cooked, skin eaten	Yes	No	0
24202060	Turkey, drumstick, roasted, skin not eaten	Yes	No	0
24202070	Turkey, drumstick, roasted, skin eaten	Yes	No	0
24202120	Turkey, drumstick, smoked, skin eaten	Yes	No	0
24202460	Turkey, thigh, cooked, skin eaten	Yes	No	0
24202500	Turkey, thigh, cooked, skin not eaten	Yes	No	0
24202600	Turkey, neck	Yes	No	0
24203010	Turkey, wing, cooked, skin not eaten	Yes	No	0
24203020	Turkey, wing, cooked, skin eaten	Yes	No	0
24203120	Turkey, wing, smoked, skin eaten	Yes	No	0
24205000	Turkey, tail	Yes	No	0
24205100	Turkey, back	Yes	No	0
24206000	Turkey, canned	Yes	No	0
24207000	Turkey, ground	Yes	No	0
24208000	Turkey, nuggets	Yes	No	0
24208500	Turkey bacon, cooked	Yes	No	0
24208510	Turkey bacon, reduced sodium, cooked	Yes	No	0
24209000	Turkey with barbecue sauce, skin eaten	Yes	No	0
24209001	Turkey with barbecue sauce, skin not eaten	Yes	No	0
24300110	Duck, cooked, skin eaten	Yes	No	0
24300120	Duck, cooked, skin not eaten	Yes	No	0
24301010	Duck, roasted, skin eaten	Yes	No	0
24301020	Duck, roasted, skin not eaten	Yes	No	0
24302010	Duck, pressed, Chinese	Yes	No	0
24311010	Goose, wild, roasted	Yes	No	0
24400010	Cornish game hen, cooked, skin eaten	Yes	No	0
24400020	Cornish game hen, cooked, skin not eaten	Yes	No	0
24401010	Cornish game hen, roasted, skin eaten	Yes	No	0
24401020	Cornish game hen, roasted, skin not eaten	Yes	No	0
24402100	Dove, cooked, NS as to cooking method	Yes	No	0
24402110	Dove, fried	Yes	No	0
24403100	Quail, cooked	Yes	No	0
24404100	Pheasant, cooked	Yes	No	0
24701000	Chicken, baby food, NS as to strained or junior	Yes	No	0
24701010	Chicken, baby food, strained	Yes	No	0
24701020	Chicken, baby food, junior	Yes	No	0
24703000	Turkey, baby food, NS as to strained or junior	Yes	No	0
24703010	Turkey, baby food, strained	Yes	No	0
24703020	Turkey, baby food, junior	Yes	No	0
24705010	Chicken stick, baby food	Yes	No	0
24706010	Turkey stick, baby food	Yes	No	0
25110120	Beef liver, braised	Yes	No	0
25110140	Beef liver, fried	Yes	No	0
25110420	Chicken liver, braised	Yes	No	0
25110450	Chicken liver, fried	Yes	No	0
25112200	Liver paste or pate, chicken	Yes	No	0
25120000	Heart, cooked	Yes	No	0
25130000	Kidney, cooked	Yes	No	0
25140110	Sweetbreads, cooked	Yes	No	0
25150000	Brains, cooked	Yes	No	0
25160000	Tongue, cooked	Yes	No	0
25160110	Tongue, smoked, cured, or pickled, cooked	Yes	No	0
25160130	Tongue pot roast, Puerto Rican style	Yes	No	0
25170110	Tripe, cooked	Yes	No	0
25170210	Chitterlings, cooked	Yes	No	0
25170310	Hog maws, cooked	Yes	No	0
25170420	Gizzard, cooked	Yes	No	0
25210110	Frankfurter or hot dog, NFS	Yes	No	0
25210150	Frankfurter or hot dog, cheese-filled	Yes	No	0
25210210	Frankfurter or hot dog, beef	Yes	No	0
25210220	Frankfurter or hot dog, beef and pork	Yes	No	0
25210240	Frankfurter or hot dog, beef and pork, reduced fat or light	Yes	No	0
25210250	Frankfurter or hot dog, meat and poultry, fat free	Yes	No	0
25210280	Frankfurter or hot dog, meat and poultry	Yes	No	0
25210290	Frankfurter or hot dog, meat and poultry, reduced fat or light	Yes	No	0
25210310	Frankfurter or hot dog, chicken	Yes	No	0
25210410	Frankfurter or hot dog, turkey	Yes	No	0
25210620	Frankfurter or hot dog, beef, reduced fat or light	Yes	No	0
25210750	Frankfurter or hot dog, reduced fat or light, NFS	Yes	No	0
25220105	Beef sausage	Yes	No	0
25220106	Beef sausage, reduced fat	Yes	No	0
25220108	Beef sausage, reduced sodium	Yes	No	0
25220150	Beef sausage with cheese	Yes	No	0
25220210	Blood sausage	Yes	No	0
25220350	Bratwurst	Yes	No	0
25220360	Bratwurst, with cheese	Yes	No	0
25220410	Bologna, NFS	Yes	No	0
25220425	Bologna, made from any kind of meat, reduced fat	Yes	No	0
25220435	Bologna, made from any kind of meat, reduced sodium	Yes	No	0
25220445	Bologna, made from any kind of meat, reduced fat and reduced sodium	Yes	No	0
25220650	Turkey or chicken and beef sausage	Yes	No	0
25220710	Chorizo	Yes	No	0
25220910	Head cheese	Yes	No	0
25221110	Knockwurst	Yes	No	0
25221210	Mortadella	Yes	No	0
25221215	Pastrami, NFS	Yes	No	0
25221220	Pastrami, made from any kind of meat, reduced fat	Yes	No	0
25221250	Pepperoni, NFS	Yes	No	0
25221255	Pepperoni, reduced fat	Yes	No	0
25221260	Pepperoni, reduced sodium	Yes	No	0
25221310	Polish sausage	Yes	No	0
25221350	Italian sausage	Yes	No	0
25221400	Sausage, NFS	Yes	No	0
25221405	Pork sausage	Yes	No	0
25221406	Pork sausage, reduced fat	Yes	No	0
25221408	Pork sausage, reduced sodium	Yes	No	0
25221450	Pork sausage rice links	Yes	No	0
25221460	Pork and beef sausage	Yes	No	0
25221500	Salami, NFS	Yes	No	0
25221505	Salami, made from any type of meat, reduced fat	Yes	No	0
25221515	Salami, made from any type of meat, reduced sodium	Yes	No	0
25221610	Scrapple, cooked	Yes	No	0
25221810	Thuringer	Yes	No	0
25221830	Turkey or chicken sausage	Yes	No	0
25221855	Turkey or chicken sausage, reduced sodium	Yes	No	0
25221860	Turkey or chicken sausage, reduced fat	Yes	No	0
25221870	Turkey or chicken and pork sausage	Yes	No	0
25221875	Turkey or chicken, pork, and beef sausage, reduced sodium	Yes	No	0
25221910	Vienna sausage, canned	Yes	No	0
25221950	Pickled sausage	Yes	No	0
25230110	Luncheon meat, NFS	Yes	No	0
25230210	Ham, prepackaged or deli, luncheon meat	Yes	No	0
25230220	Ham, prepackaged or deli, luncheon meat, reduced sodium	Yes	No	0
25230320	Chicken, prepackaged or deli, luncheon meat	Yes	No	0
25230340	Chicken, prepackaged or deli, luncheon meat, reduced sodium	Yes	No	0
25230420	Ham luncheon meat, loaf type	Yes	No	0
25230530	Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced	Yes	No	0
25230540	Ham, pork and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced fat and reduced sodium	Yes	No	0
25230550	Ham, pork, and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced sodium	Yes	No	0
25230560	Liverwurst	Yes	No	0
25230610	Luncheon meat, loaf type	Yes	No	0
25230780	Turkey, prepackaged or deli, luncheon meat	Yes	No	0
25230785	Turkey, prepackaged or deli, luncheon meat, reduced sodium	Yes	No	0
25230800	Turkey ham, prepackaged or deli, luncheon meat	Yes	No	0
25231110	Beef, prepackaged or deli, luncheon meat	Yes	No	0
25231120	Beef, prepackaged or deli, luncheon meat, reduced sodium	Yes	No	0
25240000	Meat spread or potted meat, NFS	Yes	No	0
25240110	Chicken salad spread	Yes	No	0
25240220	Ham salad spread	Yes	No	0
26100100	Fish, NS as to type, raw	Yes	No	0
26100110	Fish, NS as to type, cooked, NS as to cooking method	Yes	No	0
26100120	Fish, NS as to type, baked or broiled, made with oil	Yes	No	0
26100121	Fish, NS as to type, baked or broiled, made with butter	Yes	No	0
26100122	Fish, NS as to type, baked or broiled, made with margarine	Yes	No	0
26100123	Fish, NS as to type, baked or broiled, no added fat	Yes	No	0
26100124	Fish, NS as to type, baked or broiled, made with cooking spray	Yes	No	0
26100130	Fish, NS as to type, coated, baked or broiled, made with oil	Yes	No	0
26100131	Fish, NS as to type, coated, baked or broiled, made with butter	Yes	No	0
26100132	Fish, NS as to type, coated, baked or broiled, made with margarine	Yes	No	0
26100133	Fish, NS as to type, coated, baked or broiled, no added fat	Yes	No	0
26100134	Fish, NS as to type, coated, baked or broiled, made with cooking spray	Yes	No	0
26100140	Fish, NS as to type, coated, fried, made with oil	Yes	No	0
26100141	Fish, NS as to type, coated, fried, made with butter	Yes	No	0
26100142	Fish, NS as to type, coated, fried, made with margarine	Yes	No	0
26100143	Fish, NS as to type, coated, fried, no added fat	Yes	No	0
26100144	Fish, NS as to type, coated, fried, made with cooking spray	Yes	No	0
26100160	Fish, NS as to type, steamed	Yes	No	0
26100170	Fish, NS as to type, dried	Yes	No	0
26100180	Fish, NS as to type, canned	Yes	No	0
26100190	Fish, NS as to type, smoked	Yes	No	0
26100200	Fish, NS as to type, from fast food	Yes	No	0
26100260	Fish stick, patty or nugget from fast food	Yes	No	0
26100270	Fish stick, patty or nugget from restaurant, home, or other place	Yes	No	0
26101110	Anchovy, cooked, NS as to cooking method	Yes	No	0
26101180	Anchovy, canned	Yes	No	0
26103110	Barracuda, cooked, NS as to cooking method	Yes	No	0
26103120	Barracuda, baked or broiled, fat added	Yes	No	0
26103121	Barracuda, baked or broiled, no added fat	Yes	No	0
26103130	Barracuda, coated, baked or broiled, fat added	Yes	No	0
26103131	Barracuda, coated, baked or broiled, no added fat	Yes	No	0
26103140	Barracuda, coated, fried	Yes	No	0
26103160	Barracuda, steamed or poached	Yes	No	0
26105110	Carp, cooked, NS as to cooking method	Yes	No	0
26105120	Carp, baked or broiled, fat added	Yes	No	0
26105121	Carp, baked or broiled, no added fat	Yes	No	0
26105130	Carp, coated, baked or broiled, fat added	Yes	No	0
26105131	Carp, coated, baked or broiled, no added fat	Yes	No	0
