FoodCode	Main.food.description	2017_2018.FNDDS.At.A.Glance_Foods.and.Beverages	Vidarium.Foodcode.ModCode	ModCode
75218501	Lotus root, cooked	Yes	No	0
75219000	Mushrooms_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	No	Yes	0
75219003	Mushrooms_cooked_from_canned_NS_as_to_fat_added_in_cooking	No	Yes	0
75219011	Mushrooms, fresh, cooked, no added fat	Yes	No	0
75219019	Mushrooms_cooked	No	Yes	0
75219020	Mushrooms, NS as to form, cooked	Yes	No	0
75219021	Mushrooms, fresh, cooked, fat added, NS as to fat type	Yes	No	0
75219023	Mushrooms, canned, cooked	Yes	No	0
75219033	Mushrooms, fresh, cooked with oil	Yes	No	0
75219034	Mushrooms, fresh, cooked with butter or margarine	Yes	No	0
75219100	Mushroom, Asian, cooked, from dried	Yes	No	0
75220011	Okra, fresh, cooked, no added fat	Yes	No	0
75220012	Okra, frozen, cooked, no added fat	Yes	No	0
75220020	Okra, NS as to form, cooked	Yes	No	0
75220021	Okra, fresh, cooked, fat added	Yes	No	0
75220022	Okra, frozen, cooked, fat added	Yes	No	0
75220051	Lettuce, cooked	Yes	No	0
75220101	Luffa, cooked	Yes	No	0
75221000	Onions_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	No	Yes	0
75221011	Onions, cooked, no added fat	Yes	No	0
75221021	Onions, cooked, fat added	Yes	No	0
75221030	Onions, pearl, cooked	Yes	No	0
75221061	Onions, green, cooked	Yes	No	0
75221160	Palm hearts, cooked	Yes	No	0
75222020	Parsnips, cooked	Yes	No	0
75223022	Blackeyed peas, from frozen	Yes	No	0
75223023	Blackeyed peas, from canned	Yes	No	0
75224000	Green peas, cooked, from restaurant	Yes	No	0
75224021	Green peas, fresh, cooked, no added fat	Yes	No	0
75224022	Green peas, frozen, cooked, no added fat	Yes	No	0
75224023	Green peas, canned, cooked, no added fat	Yes	No	0
75224030	Green peas, NS as to form, cooked	Yes	No	0
75224031	Green peas, fresh, cooked, fat added, NS as to fat type	Yes	No	0
75224032	Green peas, frozen, cooked, fat added, NS as to fat type	Yes	No	0
75224033	Green peas, canned, cooked, fat added, NS as to fat type	Yes	No	0
75224043	Green peas, fresh, cooked with oil	Yes	No	0
75224044	Green peas, fresh, cooked with butter or margarine	Yes	No	0
75224046	Green peas, frozen, cooked with oil	Yes	No	0
75224047	Green peas, frozen, cooked with butter or margarine	Yes	No	0
75224049	Green peas, canned, cooked with oil	Yes	No	0
75224050	Green peas, canned, cooked with butter or margarine	Yes	No	0
75224120	Green peas, canned, reduced sodium, cooked, no added fat	Yes	No	0
75224130	Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type	Yes	No	0
75224131	Green peas, canned, reduced sodium, cooked with oil	Yes	No	0
75224132	Green peas, canned, reduced sodium, cooked with butter or margarine	Yes	No	0
75226000	Peppers_green_cooked_NS_as_to_fat_added_in_cooking	No	Yes	0
75226020	Peppers, green, cooked	Yes	No	0
75226040	Peppers_red_cooked_NS_as_to_fat_added_in_cooking	No	Yes	0
75226060	Peppers, red, cooked	Yes	No	0
75226090	Peppers_hot_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	No	Yes	0
75226111	Hot peppers, cooked	Yes	No	0
75226700	Pimiento	Yes	No	0
75227110	Daikon radish, cooked	Yes	No	0
75228020	Rutabaga, cooked	Yes	No	0
75229011	Salsify, cooked	Yes	No	0
75230000	Sauerkraut	Yes	No	0
75231011	Snowpea, fresh, cooked, no added fat	Yes	No	0
75231012	Snowpea, frozen, cooked, no added fat	Yes	No	0
75231020	Snowpea, NS as to form, cooked	Yes	No	0
75231021	Snowpea, fresh, cooked, fat added	Yes	No	0
75231022	Snowpea, frozen, cooked, fat added	Yes	No	0
75232000	Seaweed, dried	Yes	No	0
75232110	Seaweed, cooked, no added fat	Yes	No	0
75232120	Seaweed, cooked, fat added	Yes	No	0
75233011	Summer squash, yellow or green, fresh, cooked, no added fat	Yes	No	0
75233012	Summer squash, yellow or green, frozen, cooked, no added fat	Yes	No	0
75233013	Summer squash, yellow or green, canned, cooked, no added fat	Yes	No	0
75233020	Summer squash, yellow or green, NS as to form, cooked	Yes	No	0
75233021	Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type	Yes	No	0
75233022	Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type	Yes	No	0
75233023	Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type	Yes	No	0
75233027	Summer squash, yellow or green, fresh, cooked with oil	Yes	No	0
75233028	Summer squash, yellow or green, fresh, cooked with butter or margarine	Yes	No	0
75233030	Summer squash, yellow or green, frozen, cooked with oil	Yes	No	0
75233031	Summer squash, yellow or green, frozen, cooked with butter or margarine	Yes	No	0
75233033	Summer squash, yellow or green, canned, cooked with oil	Yes	No	0
75233034	Summer squash, yellow or green, canned, cooked with butter or margarine	Yes	No	0
75233220	Spaghetti squash, cooked	Yes	No	0
75234021	Turnip, cooked	Yes	No	0
75235000	Water Chesnut	Yes	No	0
75235750	Winter melon, cooked	Yes	No	0
75236000	Yeast	Yes	No	0
75236500	Yeast extract spread	Yes	No	0
75301110	Lima beans and corn, cooked, no added fat	Yes	No	0
75301120	Lima beans and corn, cooked, fat added	Yes	No	0
75302080	Bean salad, yellow and/or green string beans	Yes	No	0
75306998	Peppers and onions, cooked, no added fat	Yes	No	0
75307000	Peppers and onions, cooked, fat added	Yes	No	0
75310990	Classic mixed vegetables, cooked, from restaurant	Yes	No	0
75311012	Classic mixed vegetables, frozen, cooked, no added fat	Yes	No	0
75311013	Classic mixed vegetables, canned, cooked, no added fat	Yes	No	0
75311020	Classic mixed vegetables, NS as to form, cooked	Yes	No	0
75311022	Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type	Yes	No	0
75311023	Classic mixed vegetables, canned, cooked, fat added, NS as to fat type	Yes	No	0
75311027	Classic mixed vegetables, frozen, cooked with oil	Yes	No	0
75311028	Classic mixed vegetables, frozen, cooked with butter or margarine	Yes	No	0
75311030	Classic mixed vegetables, canned, cooked with oil	Yes	No	0
75311031	Classic mixed vegetables, canned, cooked with butter or margarine	Yes	No	0
75311110	Classic mixed vegetables, canned, reduced sodium, cooked, no added fat	Yes	No	0
75311120	Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type	Yes	No	0
75311121	Classic mixed vegetables, canned, reduced sodium, cooked with oil	Yes	No	0
75311122	Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine	Yes	No	0
75315010	Peas and corn, cooked, no added fat	Yes	No	0
75315020	Peas and corn, cooked, fat added	Yes	No	0
75316050	Ratatouille	Yes	No	0
75317010	Vegetables, stew type, cooked, fat added	Yes	No	0
75317020	Vegetables, stew type, cooked, no added fat	Yes	No	0
75330050	Broccoli and cauliflower, cooked, no added fat	Yes	No	0
75330060	Broccoli and cauliflower, cooked, fat added	Yes	No	0
75330080	Broccoli, cauliflower and carrots, cooked, no added fat	Yes	No	0
75330090	Broccoli, cauliflower and carrots, cooked, fat added	Yes	No	0
75340010	Asian stir fry vegetables, cooked, no added fat	Yes	No	0
75340020	Asian stir fry vegetables, cooked, fat added	Yes	No	0
75340200	Jai, Monk's Food	Yes	No	0
75365000	Vegetable mixture, dried	Yes	No	0
75400500	Artichokes, stuffed	Yes	No	0
75403020	Green bean casserole	Yes	No	0
75403200	Green beans, cooked, Szechuan-style	Yes	No	0
75409020	Fried cauliflower	Yes	No	0
75410500	Chiles rellenos, cheese-filled	Yes	No	0
75410530	Chiles rellenos, filled with meat and cheese	Yes	No	0
75410550	Stuffed jalapeno pepper	Yes	No	0
75411010	Corn, scalloped or pudding	Yes	No	0
75411020	Corn fritter	Yes	No	0
75412010	Fried eggplant	Yes	No	0
75412030	Eggplant dip	Yes	No	0
75412060	Eggplant parmesan casserole, regular	Yes	No	0
75412070	Eggplant with cheese and tomato sauce	Yes	No	0
75414020	Mushrooms, stuffed	Yes	No	0
75414030	Fried mushrooms	Yes	No	0
75414500	Fried okra	Yes	No	0
75415022	Fried onion rings	Yes	No	0
75416500	Pea salad	Yes	No	0
75416600	Pea salad with cheese	Yes	No	0
75418010	Fried summer squash, yellow or green	Yes	No	0
75418020	Squash, summer, casserole with tomato and cheese	Yes	No	0
75418030	Squash, summer, casserole, with rice and tomato sauce	Yes	No	0
75418040	Squash, summer, casserole, with cheese sauce	Yes	No	0
75418060	Squash, summer, souffle	Yes	No	0
75418220	Creamed christophine, Puerto Rican style	Yes	No	0
75439010	Vegetable stew without meat	Yes	No	0
75439500	Chow mein or chop suey, meatless, no noodles	Yes	No	0
75440200	Vegetable tempura	Yes	No	0
75440400	Pakora	Yes	No	0
75440600	Vegetable curry	Yes	No	0
75440610	Vegetable curry with rice	Yes	No	0
75460900	Chow mein or chop suey, meatless, with noodles	Yes	No	0
75500110	Green beans, pickled	Yes	No	0
75500210	Beets, pickled	Yes	No	0
75500510	Celery, pickled	Yes	No	0
75501010	Relish, corn	Yes	No	0
75502010	Cauliflower, pickled	Yes	No	0
75502500	Cabbage, fresh, pickled, Japanese style	Yes	No	0
75502510	Cabbage, red, pickled	Yes	No	0
75502520	Kimchi	Yes	No	0
75503010	Pickles, dill	Yes	No	0
75503020	Relish, pickle	Yes	No	0
75503040	Pickles, sweet	Yes	No	0
75503080	Eggplant, pickled	Yes	No	0
75503085	Ginger root, pickled	Yes	No	0
75503090	Horseradish	Yes	No	0
75505000	Mushrooms, pickled	Yes	No	0
75506010	Mustard	Yes	No	0
75506100	Honey mustard dip	Yes	No	0
75507000	Okra, pickled	Yes	No	0
75510000	Olives, NFS	Yes	No	0
75510010	Olives, green	Yes	No	0
75510020	Olives, black	Yes	No	0
75510030	Olives, stuffed	Yes	No	0
75510050	Olive tapenade	Yes	No	0
75511010	Hot pepper sauce	Yes	No	0
75511020	Peppers, pickled	Yes	No	0
75511040	Pepper, hot, pickled	Yes	No	0
75511100	Pickles, NFS	Yes	No	0
75511300	Pickles, fried	Yes	No	0
75512010	Radishes, pickled, Hawaiian style	Yes	No	0
75513010	Seaweed, pickled	Yes	No	0
75515100	Vegetables, pickled	Yes	No	0
75534030	Turnip, pickled	Yes	No	0
75534550	Wasabi paste	Yes	No	0
75535000	Zucchini, pickled	Yes	No	0
75600150	Soup, cream of, NFS	Yes	No	0
75601000	Asparagus soup, cream of, NS as to made with milk or water	Yes	No	0
75601010	Asparagus soup, cream of, prepared with milk	Yes	No	0
75601020	Asparagus soup, cream of, prepared with water	Yes	No	0
75601100	Borscht	Yes	No	0
75601200	Cabbage soup, home recipe, canned or ready-to-serve	Yes	No	0
75601210	Cabbage with meat soup, home recipe, canned or ready-to-serve	Yes	No	0
75603010	Celery soup, cream of, prepared with milk, home recipe, canned or ready-to-serve	Yes	No	0
75603020	Celery soup, cream of, prepared with water, home recipe, canned or ready-to-serve	Yes	No	0
75604010	Corn soup, cream of, prepared with milk	Yes	No	0
75604020	Corn soup, cream of, prepared with water	Yes	No	0
75604600	Gazpacho	Yes	No	0
75605010	Leek soup, cream of, prepared with milk	Yes	No	0
75607000	Mushroom soup, NFS	Yes	No	0
75607010	Mushroom soup, cream of, prepared with milk	Yes	No	0
75607020	Mushroom soup, cream of, prepared with water	Yes	No	0
75607021	Mushrooms_soup	No	Yes	0
75607040	Mushroom soup, with meat broth, prepared with water	Yes	No	0
75607050	Mushroom soup, cream of, low sodium, prepared with water	Yes	No	0
75607060	Mushroom soup, cream of, NS as to made with milk or water	Yes	No	0
75607080	Mushroom with chicken soup, cream of, prepared with milk	Yes	No	0
75607090	Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water	Yes	No	0
75607100	Mushroom soup, cream of, canned, reduced sodium, prepared with milk	Yes	No	0
75607140	Mushroom soup, cream of, canned, reduced sodium, prepared with water	Yes	No	0
75608010	Onion soup, cream of, prepared with milk	Yes	No	0
75608100	Onion soup, French	Yes	No	0
75608200	Onion soup, made from dry mix	Yes	No	0
75609010	Pea soup, prepared with milk	Yes	No	0
75611010	Vegetable soup, cream of, prepared with milk	Yes	No	0
75612010	Zucchini soup, cream of, prepared with milk	Yes	No	0
75646010	Shav soup	Yes	No	0
75647000	Seaweed soup	Yes	No	0
75649010	Vegetable soup, canned, prepared with water or ready-to-serve	Yes	No	0
75649040	Vegetable soup, reduced sodium, canned, ready to serve	Yes	No	0
75649050	Vegetable soup, made from dry mix	Yes	No	0
75649110	Vegetable soup, home recipe	Yes	No	0
75649111	Vegetable_soup	No	Yes	0
75649150	Vegetable noodle soup, home recipe	Yes	No	0
75650990	Minestrone soup, reduced sodium, canned or ready-to-serve	Yes	No	0
75651000	Minestrone soup, home recipe	Yes	No	0
75651010	Minestrone soup, canned, prepared with water, or ready-to-serve	Yes	No	0
75651020	Vegetable beef soup, canned, prepared with water, or ready-to-serve	Yes	No	0
75651030	Vegetable beef noodle soup, prepared with water	Yes	No	0
75651040	Vegetable noodle soup, canned, prepared with water, or ready-to-serve	Yes	No	0
75651070	Vegetable rice soup, canned, prepared with water or ready-to-serve	Yes	No	0
75651080	Vegetable beef soup with rice, canned, prepared with water or ready-to-serve	Yes	No	0
75651110	Vegetable chicken rice soup, canned, prepared with water or ready-to-serve	Yes	No	0
75651140	Vegetable soup with chicken broth, home recipe, Mexican style	Yes	No	0
75651150	Vegetable noodle soup, reduced sodium, canned, prepared with water or ready-to-serve	Yes	No	0
75652010	Vegetable beef soup, home recipe	Yes	No	0
75652030	Vegetable beef soup, canned, prepared with milk	Yes	No	0
75652040	Vegetable beef soup with noodles or pasta, home recipe	Yes	No	0
75652050	Vegetable beef soup with rice, home recipe	Yes	No	0
75654010	Vegetarian vegetable soup, prepared with water	Yes	No	0
75656010	Vegetable soup, Spanish style, stew type	Yes	No	0
75656020	Vegetable soup, chunky style	Yes	No	0
75656040	Vegetable soup, with pasta, chunky style	Yes	No	0
75656060	Vegetable beef soup, chunky style	Yes	No	0
75657000	Vegetable broth, bouillon	Yes	No	0
76102010	Spinach, creamed, baby food, strained	Yes	No	0
76102030	Broccoli, carrots and cheese, baby food, junior	Yes	No	0
76201000	Carrots, baby food, NS as to strained or junior	Yes	No	0
76201010	Carrots, baby food, strained	Yes	No	0
76201020	Carrots, baby food, junior	Yes	No	0
76201030	Carrots, baby food, toddler	Yes	No	0
76202000	Carrots and peas, baby food, strained	Yes	No	0
76205000	Squash, baby food, NS as to strained or junior	Yes	No	0
76205010	Squash, baby food, strained	Yes	No	0
76205020	Squash, baby food, junior	Yes	No	0
76205030	Squash and corn, baby food, strained	Yes	No	0
76205060	Corn and sweet potatoes, baby food, strained	Yes	No	0
76209000	Sweet potatoes, baby food, NS as to strained or junior	Yes	No	0
76209010	Sweet potatoes, baby food, strained	Yes	No	0
76209020	Sweet potatoes, baby food, junior	Yes	No	0
76401000	Beans, green string, baby food, NS as to strained or junior	Yes	No	0
76401010	Beans, green string, baby food, strained	Yes	No	0
76401020	Beans, green string, baby food, junior	Yes	No	0
76401060	Beans, green string, baby food, toddler	Yes	No	0
76402000	Green beans and potatoes, baby food, strained	Yes	No	0
76403010	Beets, baby food, strained	Yes	No	0
76405000	Corn, creamed, baby food, NS as to strained or junior	Yes	No	0
76405010	Corn, creamed, baby food, strained	Yes	No	0
76405020	Corn, creamed, baby food, junior	Yes	No	0
76407000	Mixed vegetables, garden vegetables, baby food, NS as to strained or junior	Yes	No	0
76407010	Mixed vegetables, garden vegetables, baby food, strained	Yes	No	0
76407020	Mixed vegetables, garden vegetables, baby food, junior	Yes	No	0
76409000	Peas, baby food, NS as to strained or junior	Yes	No	0
76409010	Peas, baby food, strained	Yes	No	0
76409020	Peas, baby food, junior	Yes	No	0
76409030	Peas, baby food, toddler	Yes	No	0
76420000	Potatoes, baby food, toddler	Yes	No	0
76501000	Vegetables and rice, baby food, strained	Yes	No	0
76502000	Peas and brown rice, baby food	Yes	No	0
76602000	Carrots and beef, baby food, strained	Yes	No	0
76603000	Vegetable and beef, baby food, NS as to strained or junior	Yes	No	0
76603010	Vegetable and beef, baby food, strained	Yes	No	0
76603020	Vegetable and beef, baby food, junior	Yes	No	0
76604000	Broccoli and chicken, baby food, strained	Yes	No	0
76604500	Sweet potatoes and chicken, baby food, strained	Yes	No	0
76605000	Vegetable and chicken, baby food, NS as to strained or junior	Yes	No	0
76605010	Vegetable and chicken, baby food, strained	Yes	No	0
76605020	Vegetable and chicken, baby food, junior	Yes	No	0
76607100	Potatoes with cheese and broccoli, baby food, toddler	Yes	No	0
76611000	Vegetable and turkey, baby food, NS as to strained or junior	Yes	No	0
76611010	Vegetable and turkey, baby food, strained	Yes	No	0
76611020	Vegetable and turkey, baby food, junior	Yes	No	0
77121010	Fried stuffed potatoes, Puerto Rican style	Yes	No	0
77121110	Potato and ham fritters, Puerto Rican style	Yes	No	0
77141010	Potato chicken pie, Puerto Rican style	Yes	No	0
77201210	Green plantain with cracklings, Puerto Rican style	Yes	No	0
77205110	Ripe plantain fritters, Puerto Rican style	Yes	No	0
77205610	Ripe plantain meat pie, Puerto Rican style	Yes	No	0
77230210	Cassava Pasteles, Puerto Rican style	Yes	No	0
77230510	Cassava fritter stuffed with crab meat, Puerto Rican style	Yes	No	0
77250110	Stuffed tannier fritters, Puerto Rican style	Yes	No	0
77272010	Puerto Rican pasteles	Yes	No	0
77316010	Stuffed cabbage, with meat, Puerto Rican style	Yes	No	0
77316510	Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style	Yes	No	0
77316600	Eggplant and meat casserole	Yes	No	0
77513010	Spanish stew	Yes	No	0
77563010	Puerto Rican stew	Yes	No	0
78101000	Vegetable and fruit juice, 100% juice, with high vitamin C	Yes	No	0
78101100	Fruit and vegetable smoothie, with dairy	Yes	No	0
78101110	Fruit and vegetable smoothie, added protein	Yes	No	0
78101115	Fruit and vegetable smoothie, non-dairy	Yes	No	0
78101118	Fruit and vegetable smoothie, non-dairy, added protein	Yes	No	0
78101120	Fruit and vegetable smoothie, bottled	Yes	No	0
78101125	Fruit and vegetable smoothie, no dairy	Yes	No	0
78101130	Vegetable smoothie	Yes	No	0
81100000	Table fat, NFS	Yes	No	0
81100500	Butter, NFS	Yes	No	0
81101000	Butter, stick	Yes	No	0
81101010	Butter, tub	Yes	No	0
81101100	Butter_stick_unsalted	No	Yes	0
81101520	Butter, light	Yes	No	0
81102000	Margarine, NFS	Yes	No	0
81102010	Margarine, stick	Yes	No	0
81102020	Margarine, tub	Yes	No	0
81103020	Margarine_whipped_tub_salted	No	Yes	0
81103030	Margarine_stick_unsalted	No	Yes	0
81103035	Margarine-oil blend, NFS	Yes	No	0
81103040	Margarine-oil blend, stick	Yes	No	0
81103080	Margarine-oil blend, tub	Yes	No	0
81103090	Butter replacement, liquid	Yes	No	0
81104010	Margarine-oil blend, tub, light	Yes	No	0
81104020	Margarine-oil blend, stick, light	Yes	No	0
81104050	Margarine_like_spread_reduced_calorie_about_20_fat_tub_salted	No	Yes	0
81104490	Butter-oil blend, NFS	Yes	No	0
81104500	Butter-oil blend, stick	Yes	No	0
81104510	Butter-oil blend, tub	Yes	No	0
81104550	Butter-oil blend, light	Yes	No	0
81106010	Butter replacement, powder	Yes	No	0
81200100	Oil or table fat, NFS	Yes	No	0
81201000	Animal fat or drippings	Yes	No	0
81202000	Lard	Yes	No	0
81203000	Shortening, NS as to vegetable or animal	Yes	No	0
81204000	Ghee, clarified butter	Yes	No	0
81301000	Garlic sauce	Yes	No	0
81301020	Lemon-butter sauce	Yes	No	0
81302010	Hollandaise sauce	Yes	No	0
81302040	Sandwich spread	Yes	No	0
81302050	Tartar sauce	Yes	No	0
81302060	Horseradish sauce	Yes	No	0
81302070	Pesto sauce	Yes	No	0
81308100	Fry sauce	Yes	No	0
81312100	Curry sauce	Yes	No	0
81322000	Honey butter	Yes	No	0
82101000	Vegetable oil, NFS	Yes	No	0
82101300	Almond oil	Yes	No	0
82101500	Coconut oil	Yes	No	0
82102000	Corn oil	Yes	No	0
82103000	Cottonseed oil	Yes	No	0
82103500	Flaxseed oil	Yes	No	0
82104000	Olive oil	Yes	No	0
82105000	Peanut oil	Yes	No	0
82105500	Canola oil	Yes	No	0
82106000	Safflower oil	Yes	No	0
82107000	Sesame oil	Yes	No	0
82108000	Soybean oil	Yes	No	0
82108500	Sunflower oil	Yes	No	0
82108700	Walnut oil	Yes	No	0
82109000	Wheat germ oil	Yes	No	0
83100100	Salad dressing, NFS, for salads	Yes	No	0
83100200	Salad dressing, NFS, for sandwiches	Yes	No	0
83101000	Blue or roquefort cheese dressing	Yes	No	0
83101600	Bacon and tomato dressing	Yes	No	0
83102000	Caesar dressing	Yes	No	0
83103000	Coleslaw dressing	Yes	No	0
83104000	French or Catalina dressing	Yes	No	0
83105500	Honey mustard dressing	Yes	No	0
83106000	Italian dressing, made with vinegar and oil	Yes	No	0
83107000	Mayonnaise, regular	Yes	No	0
83108000	Vegan mayonnaise	Yes	No	0
83109000	Russian dressing	Yes	No	0
83110000	Mayonnaise-type salad dressing	Yes	No	0
83112000	Avocado dressing	Yes	No	0
83112500	Creamy dressing	Yes	No	0
83112950	Poppy seed dressing	Yes	No	0
83112990	Sesame dressing	Yes	No	0
83114000	Thousand Island dressing	Yes	No	0
83115000	Yogurt dressing	Yes	No	0
83200100	Salad dressing, light, NFS	Yes	No	0
83201000	Blue or roquefort cheese dressing, light	Yes	No	0
83201400	Coleslaw dressing, light	Yes	No	0
83202020	French or Catalina dressing, light	Yes	No	0
83203000	Caesar dressing, light	Yes	No	0
83204000	Mayonnaise, light	Yes	No	0
83204030	Mayonnaise, reduced fat,  with olive oil	Yes	No	0
83204050	Mayonnaise-type salad dressing, light	Yes	No	0
83204500	Honey mustard dressing, light	Yes	No	0
83205450	Italian dressing, light	Yes	No	0
83206000	Russian dressing, light	Yes	No	0
83206500	Sesame dressing, light	Yes	No	0
83207000	Thousand Island dressing, light	Yes	No	0
83208500	Korean dressing or marinade	Yes	No	0
83210100	Creamy dressing, light	Yes	No	0
83300100	Blue or roquefort cheese dressing, fat free	Yes	No	0
83300200	Caesar dressing, fat free	Yes	No	0
83300300	Creamy dressing, fat free	Yes	No	0
83300400	French or Catalina dressing, fat free	Yes	No	0
83300500	Honey mustard dressing, fat free	Yes	No	0
83300600	Italian dressing, fat free	Yes	No	0
83300700	Mayonnaise, fat free	Yes	No	0
83300800	Russian dressing, fat free	Yes	No	0
83300900	Salad dressing, fat free, NFS	Yes	No	0
83301000	Thousand Island dressing, fat free	Yes	No	0
89901000	Bacon, for use with vegetables	Yes	No	0
89901002	Ham, for use with vegetables	Yes	No	0
89901004	Beef, for use with vegetables	Yes	No	0
89901006	Chicken, for use with vegetables	Yes	No	0
89901010	Cream sauce, for use with vegetables	Yes	No	0
89901020	Cheese sauce, for use with vegetables	Yes	No	0
89901030	Gravy, for use with vegetables	Yes	No	0
89901040	Soy based sauce, for use with vegetables	Yes	No	0
89901050	Tomato sauce, for use with vegetables	Yes	No	0
89902000	Avocado, for use on a sandwich	Yes	No	0
89902010	Cucumber, for use on a sandwich	Yes	No	0
89902020	Lettuce, for use on a sandwich	Yes	No	0
89902030	Mushrooms, for use on a sandwich	Yes	No	0
89902040	Onions, for use on a sandwich	Yes	No	0
89902050	Pepper, for use on a sandwich	Yes	No	0
89902060	Spinach, for use on a sandwich	Yes	No	0
89902070	Tomatoes, for use on a sandwich	Yes	No	0
89902100	Bacon, for use on a sandwich	Yes	No	0
91101000	Sugar, NFS	Yes	No	0
91101010	Sugar, white, granulated or lump	Yes	No	0
91101020	Sugar, white, confectioner's, powdered	Yes	No	0
91102010	Sugar, brown	Yes	No	0
91102011	Brown_sugar_granulated	No	Yes	0
91104100	Sugar, cinnamon	Yes	No	0
91106010	Sugar substitute and sugar blend	Yes	No	0
91107000	Sugar substitute, sucralose, powder	Yes	No	0
91108000	Sugar substitute, stevia, powder	Yes	No	0
91108010	Sugar substitute, stevia, liquid	Yes	No	0
91108020	Sugar substitute, monk fruit, powder	Yes	No	0
91200000	Sugar substitute, powder, NFS	Yes	No	0
91200005	Sugar substitute, liquid, NFS	Yes	No	0
91200040	Sugar substitute, saccharin, powder	Yes	No	0
91200110	Sugar substitute, saccharin, liquid	Yes	No	0
91201010	Sugar substitute, aspartame, powder	Yes	No	0
91300010	Syrup, NFS	Yes	No	0
91300020	Honey_bee	No	Yes	0
91300100	Pancake syrup	Yes	No	0
91300101	Maple_syrup	No	Yes	0
91301030	Corn syrup	Yes	No	0
91301050	Blueberry syrup	Yes	No	0
91301080	Chocolate syrup	Yes	No	0
91301081	Chocolate syrup, light	Yes	No	0
91301100	Simple syrup	Yes	No	0
91301130	Strawberry drink syrup	Yes	No	0
91301510	Pancake syrup, light	Yes	No	0
91302010	Honey	Yes	No	0
91302020	Agave liquid sweetener	Yes	No	0
91303000	Molasses	Yes	No	0
91304010	Topping, butterscotch or caramel	Yes	No	0
91304020	Topping, chocolate	Yes	No	0
91304030	Topping, fruit	Yes	No	0
91304040	Topping, marshmallow	Yes	No	0
91304060	Topping, nuts and syrup	Yes	No	0
91304090	Topping, chocolate flavored hazelnut spread	Yes	No	0
91305010	Icing, chocolate	Yes	No	0
91305020	Icing, white	Yes	No	0
91306020	Caramel dip, regular	Yes	No	0
91306025	Caramel dip, light	Yes	No	0
91306030	Chocolate dip	Yes	No	0
91306040	Dessert dip	Yes	No	0
91361010	Sweet and sour sauce	Yes	No	0
91361040	Dessert sauce	Yes	No	0
91361050	Duck sauce	Yes	No	0
91401000	Jelly, all flavors	Yes	No	0
91402000	Jam, preserve, all flavors	Yes	No	0
91403000	Fruit butter, all flavors	Yes	No	0
91404000	Marmalade, all flavors	Yes	No	0
91405000	Jelly, sugar free, all flavors	Yes	No	0
91405500	Jelly, reduced sugar, all flavors	Yes	No	0
91406000	Jam, preserve, marmalade, sugar free, all flavors	Yes	No	0
91406500	Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors	Yes	No	0
91406600	Jam, preserve, marmalade, reduced sugar, all flavors	Yes	No	0
91407100	Guava paste	Yes	No	0
91407101	Guava_jam	No	Yes	0
91407120	Sweet potato paste	Yes	No	0
91407150	Bean paste, sweetened	Yes	No	0
91501010	Gelatin dessert	Yes	No	0
91501020	Gelatin dessert with fruit	Yes	No	0
91501100	Gelatin salad with vegetables	Yes	No	0
91511010	Gelatin dessert, sugar free	Yes	No	0
91511020	Gelatin dessert, sugar free, with fruit	Yes	No	0
91520100	Yokan	Yes	No	0
91550100	Coconut cream cake, Puerto Rican style	Yes	No	0
91560100	Haupia	Yes	No	0
91601000	Italian Ice	Yes	No	0
91601010	Italian Ice, no sugar added	Yes	No	0
91610900	Popsicle, NFS	Yes	No	0
91611000	Popsicle	Yes	No	0
91611100	Popsicle, no sugar added	Yes	No	0
91612000	Freezer pop	Yes	No	0
91621000	Snow cone	Yes	No	0
91621050	Snow cone, no sugar added	Yes	No	0
91700010	Candy, NFS	Yes	No	0
91700500	M&M's Almond Chocolate Candies	Yes	No	0
91701010	Almonds, chocolate covered	Yes	No	0
91701020	Almonds, sugar-coated	Yes	No	0
91701030	Almonds, yogurt-covered	Yes	No	0
91702010	Butterscotch morsels	Yes	No	0
91703010	Caramel, chocolate-flavored roll	Yes	No	0
91703020	Caramel, flavor other than chocolate	Yes	No	0
91703030	Caramel, with nuts	Yes	No	0
91703040	Caramel candy, chocolate covered	Yes	No	0
91703050	Caramel with nuts and cereal, chocolate covered	Yes	No	0
91703060	Caramel with nuts, chocolate covered	Yes	No	0
91703070	Rolo	Yes	No	0
91703080	Caramel, all flavors, sugar free	Yes	No	0
91703150	Toblerone, milk chocolate with honey and almond nougat	Yes	No	0
91703200	TWIX Caramel Cookie Bars	Yes	No	0
91703250	TWIX Chocolate Fudge Cookie Bars	Yes	No	0
91703300	TWIX Peanut Butter Cookie Bars	Yes	No	0
