FoodID	taxonomy	Main.food.description
54401021.0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn;Corn_chips_plain	Corn chips plain
54401075.0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn;Tortilla_chips_plain	Tortilla chips plain
54401085.0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn;Tortilla_chips_flavored	Tortilla chips flavored
54401112.0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn;Tortilla_chips_other_flavors_Doritos_	Tortilla chips other flavors Doritos 
54402200.0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn_wheat_multigrain_potatoes_or_pita;Snack_mix	Snack mix
54403001.0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Popcorn;Popcorn_NFS	Popcorn NFS
55100005.0	L1_Grain_Product;L2_Pancakes_waffles_French_toast_other;L3_Pancakes;L4_Pancakes;L5_;Pancakes_NFS	Pancakes NFS
55200010.0	L1_Grain_Product;L2_Pancakes_waffles_French_toast_other;L3_Waffles;L4_Waffles;L5_;Waffle_NFS	Waffle NFS
56130000.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Pastas;L4_Spaghetti;L5_Spaghetti_cooked_NS;Pasta_cooked	Pasta cooked
56201540.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Grits_cooked_cornmeal_or_cornstarch;Cornmeal_Puerto_Rican_Style	Cornmeal Puerto Rican Style
56205001.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_white_cooked_NS_as_to_fat	Rice white cooked NS as to fat
56205011.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_brown_cooked_NS_as_to_fat	Rice brown cooked NS as to fat
56205080.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_creamed_made_with_milk_and_sugar_Puerto_Rican_style	Rice creamed made with milk and sugar Puerto Rican style
56205092.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_cream_of_cooked_NS_as_to_fat	Rice cream of cooked NS as to fat
56210000.0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Nestum_cereal;Cereal_nestum	Cereal nestum
57126000.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_Kellogg_s_Cocoa_Krispies_	Cereal Kellogg s Cocoa Krispies 
57135000.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_Kellogg_s_Corn_Flakes_	Cereal Kellogg s Corn Flakes 
57206700.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_General_Mills_Fiber_One_	Cereal General Mills Fiber One 
57213000.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_Kellogg_s_Froot_Loops_	Cereal Kellogg s Froot Loops 
57227000.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_granola	Cereal granola
57320500.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_Quaker_Granola_with_Oats_Honey_and_Raisins_	Cereal Quaker Granola with Oats Honey and Raisins 
57340000.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_puffed_rice	Cereal puffed rice
57344000.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_Kellogg_s_Special_K_	Cereal Kellogg s Special K 
57401100.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Cereal_toasted_oat	Cereal toasted oat
57602100.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Cereal_grains_not_cooked;L4_;L5_;Oats_raw	Oats raw
57602500.0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Cereal_grains_not_cooked;L4_;L5_;Oat_bran_uncooked	Oat bran uncooked
58106358.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_cheese_with_fruit_thin_crust	Pizza cheese with fruit thin crust
58106540.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_pepperoni_from_restaurant_or_fast_food_NS_as_to_type_of_crust	Pizza with pepperoni from restaurant or fast food NS as to type of crust
58106610.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_other_than_pepperoni_from_restaurant_or_fast_food_NS_as_to_type_of_crust	Pizza with meat other than pepperoni from restaurant or fast food NS as to type of crust
58116110.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Empanada;Meat_turnover_Puerto_Rican_style	Meat turnover Puerto Rican style
58122320.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Gnocchi_Kishke;Knish_cheese	Knish cheese
58122330.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Gnocchi_Kishke;Knish_meat	Knish meat
58130011.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Lasagna;Lasagna_with_meat	Lasagna with meat
58130140.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Lasagna;Lasagna_with_chicken_or_turkey	Lasagna with chicken or turkey
58401010.0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Soups_with_grain_product_as_major_ingredient;L4_;L5_;Barley_soup_home_recipe_canned_or_ready_to_serve	Barley soup home recipe canned or ready to serve
61113010.0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruits;L4_Citrus_fruits;L5_Lemon;Lemon_raw	Lemon raw
61119010.0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruits;L4_Citrus_fruits;L5_Orange;Orange_raw	Orange raw
61125010.0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruits;L4_Citrus_fruits;L5_Tangelo_or_tangerine;Tangerine_raw	Tangerine raw
61210000.0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruit_juices;L4_Orange_tangerine_or_juice_blend;L5_;Orange_juice_100_NFS	Orange juice 100 NFS
61213220.0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruit_juices;L4_Orange_tangerine_or_juice_blend;L5_;Tangerine_juice_100_	Tangerine juice 100 
62105000.0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Blueberries;Blueberries_dried	Blueberries dried
62122100.0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Prune;Prune_dried	Prune dried
62125100.0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Raisins;Raisins	Raisins
62126000.0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Tamarind;Tamarind_dried	Tamarind dried
63101000.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Apple_or_applesauce;Apple_raw	Apple raw
63103010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Apricot;Apricot_raw	Apricot raw
63105010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Avocado;Avocado_raw	Avocado raw
63107010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Banana;Banana_raw	Banana raw
63109010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Cantaloupe_or_starfruit;Cantaloupe_raw	Cantaloupe raw
63115110.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Cherries_sweet;Cherries_canned	Cherries canned
63119010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Figs;Fig_raw	Fig raw
63119110.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Figs;Fig_canned	Fig canned
63123000.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Grapes;Grapes_raw	Grapes raw
63123010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Grapes;Grapes_European_type_adherent_skin_raw	Grapes European type adherent skin raw
63123020.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Grapes;Grapes_American_type_slip_skin_raw	Grapes American type slip skin raw
63125010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Guava;Guava_raw	Guava raw
63125100.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Guava;Guava_shell_canned_in_heavy_syrup	Guava shell canned in heavy syrup
63126500.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Juneberry_Kiwi_Lychee;Kiwi_fruit_raw	Kiwi fruit raw
63129010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Mango;Mango_raw	Mango raw
63133010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Papaya;Papaya_raw	Papaya raw
63134010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Passion_fruit;Passion_fruit_raw	Passion fruit raw
63135010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Peach;Peach_raw	Peach raw
63137010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Pear;Pear_raw	Pear raw
63139010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Persimmon;Persimmon_raw	Persimmon raw
63141010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Pineapple;Pineapple_raw	Pineapple raw
63143010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Plum;Plum_raw	Plum raw
63148750.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Tamarind;Tamarind	Tamarind
63149010.0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Watermelon;Watermelon_raw	Watermelon raw
63201010.0	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;L5_Blackberries;Blackberries_raw	Blackberries raw
63223020.0	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;L5_Strawberries;Strawberries_raw	Strawberries raw
64221010.0	L1_Fruits;L2_Fruit_juices_and_nectars_excluding_citrus;L3_Nectars;L4_;L5_;Soursop_nectar	Soursop nectar
64401000.0	L1_Fruits;L2_Fruit_juices_and_nectars_excluding_citrus;L3_Vinegar;L4_;L5_;Vinegar	Vinegar
71000100.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_NFS;L4_;L5_;Potato_NFS	Potato NFS
71100100.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_baked_and_boiled;L4_White_potatoes_baked_and_boiled;L5_;Potato_baked_NFS	Potato baked NFS
71102980.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_baked_and_boiled;L4_White_potatoes_baked_and_boiled;L5_;Potato_boiled_NFS	Potato boiled NFS
71200100.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_chips_and_sticks;L4_White_potatoes_chips_and_sticks;L5_;Potato_chips_plain	Potato chips plain
71202000.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_chips_and_sticks;L4_White_potatoes_chips_and_sticks;L5_White_potato_chips_unsalted;Potato_chips_unsalted	Potato chips unsalted
71851010.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Potato_soups;L4_Plantain_soup;L5_;Plantain_soup_Puerto_Rican_style	Plantain soup Puerto Rican style
71900100.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Plantain_fried_or_boiled;L5_;Plantain_cooked_no_added_fat	Plantain cooked no added fat
71901010.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Plantain_fried_or_boiled;L5_;Green_plantains_boiled	Green plantains boiled
71905410.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Plantain_fried_or_boiled;L5_;Plantain_chips	Plantain chips
71930090.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Cassava_yuca_blanca;L5_;Cassava_cooked_NS_as_to_fat_added_in_cooking	Cassava cooked NS as to fat added in cooking
71930120.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Cassava_yuca_blanca;L5_;Cassava_cooked	Cassava cooked
71945010.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Sweet_potatoes_or_yam_Puerto_Rican;L5_;Yam_cooked_Puerto_Rican	Yam cooked Puerto Rican
71970120.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Other_starchy_vegetables;L5_;Starchy_vegetables_including_tannier_white_sweet_potato_and_yam_with_green_or_ripe_plantains_Puerto_Rican_style	Starchy vegetables including tannier white sweet potato and yam with green or ripe plantains Puerto Rican style
71980200.0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Puerto_Rican_starchy_vegetables;L4_Poi_or_taro;L5_;Taro_chips	Taro chips
72101100.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Beet_greens;Beet_greens_raw	Beet greens raw
72101200.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Beet_greens;Beet_greens_cooked_NS_as_to_fat_added_in_cooking	Beet greens cooked NS as to fat added in cooking
72103000.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Broccoli_raab;Broccoli_raab_raw	Broccoli raab raw
72103010.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Broccoli_raab;Broccoli_raab_cooked_NS_as_to_fat_added_in_cooking	Broccoli raab cooked NS as to fat added in cooking
72104200.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Chard;Chard_cooked_NS_as_to_fat_added_in_cooking	Chard cooked NS as to fat added in cooking
72116000.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Endive_chicory_escarole_or_romain_lettuce;Romaine_lettuce_raw	Romaine lettuce raw
72125100.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_raw	Spinach raw
72125200.0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Spinach cooked NS as to form NS as to fat added in cooking
73101010.0	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_raw;Carrots_raw	Carrots raw
73102200.0	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Carrots cooked NS as to form NS as to fat added in cooking
73210010.0	L1_Vegetables;L2_Deepyellow_vegetables;L3_Pumpkin;L4_Calabaza_or_other_pumpkin_dishes;L5_;Calabaza_cooked	Calabaza cooked
73421000.0	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potato_yellow_Puerto_Rican;L5_;Sweet_potato_yellow_Puerto_Rican_cooked	Sweet potato yellow Puerto Rican cooked
74101000.0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_raw;L4_Tomatoes_raw;L5_Tomatoes_raw;Tomatoes_raw	Tomatoes raw
74201000.0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_cooked_NS;Tomatoes_NS_as_to_form_cooked	Tomatoes NS as to form cooked
74401010.0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Tomato_catsup;Ketchup	Ketchup
74401110.0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Tomato_catsup;Ketchup_reduced_sodium	Ketchup reduced sodium
74402110.0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Salsa_pico_de_gallo	Salsa pico de gallo
74601000.0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_soups;L4_Tomato_soups;L5_Tomato_soup_NS;Tomato_soup_NFS	Tomato soup NFS
75100300.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Sprouts_NFS	Sprouts NFS
75103000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cabbage_green_raw	Cabbage green raw
75104000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cabbage_Chinese_raw	Cabbage Chinese raw
75105000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cabbage_red_raw	Cabbage red raw
75109000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Celery_raw	Celery raw
75109400.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Basil_raw	Basil raw
75109550.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cilantro_raw	Cilantro raw
75111000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cucumber_raw	Cucumber raw
75111500.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Garlic_raw	Garlic raw
75112500.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Leek_raw	Leek raw
75113000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Lettuce_raw	Lettuce raw
75117010.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Onions_green_raw	Onions green raw
75119000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Parsley_raw	Parsley raw
75122100.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_sweet_green_raw	Pepper sweet green raw
75122200.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_sweet_red_raw	Pepper sweet red raw
75125000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Radish_raw	Radish raw
75128000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Summer_squash_yellow_raw	Summer squash yellow raw
75200700.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Vegetables_NS_or_algae_or_aloe;Aloe_vera_juice_drink	Aloe vera juice drink
75205003.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Beans_lima_or_string;Beans_string_cooked_from_canned_NS_as_to_color_NS_as_to_fat_added_in_cooking	Beans string cooked from canned NS as to color NS as to fat added in cooking
75210000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Cabbage_Chinese;Cabbage_Chinese_cooked_NS_as_to_fat_added_in_cooking	Cabbage Chinese cooked NS as to fat added in cooking
75214000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Cauliflower;Cauliflower_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Cauliflower cooked NS as to form NS as to fat added in cooking
75215000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Celery_fennel_or_christophine;Celery_cooked_NS_as_to_fat_added_in_cooking	Celery cooked NS as to fat added in cooking
75215509.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Celery_fennel_or_christophine;Christophine_cooked_NS_as_to_fat_added_in_cooking	Christophine cooked NS as to fat added in cooking
75216000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Corn_or_cucumber;Corn_cooked_NS_as_to_form_NS_as_to_color_NS_as_to_fat_added_in_cooking	Corn cooked NS as to form NS as to color NS as to fat added in cooking
75216150.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Corn_or_cucumber;Corn_yellow_NS_as_to_form_cream_style	Corn yellow NS as to form cream style
75216153.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Corn_or_cucumber;Corn_creamed	Corn creamed
75217000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Eggplant_squash_flowers_or_hominy;Eggplant_cooked_NS_as_to_fat_added_in_cooking	Eggplant cooked NS as to fat added in cooking
75219000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Mushrooms cooked NS as to form NS as to fat added in cooking
75219003.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_canned_NS_as_to_fat_added_in_cooking	Mushrooms cooked from canned NS as to fat added in cooking
75221000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Onions_palm_hearts_or_parsley;Onions_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Onions cooked NS as to form NS as to fat added in cooking
75226000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Peppers;Peppers_green_cooked_NS_as_to_fat_added_in_cooking	Peppers green cooked NS as to fat added in cooking
75226040.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Peppers;Peppers_red_cooked_NS_as_to_fat_added_in_cooking	Peppers red cooked NS as to fat added in cooking
75226090.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Peppers;Peppers_hot_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Peppers hot cooked NS as to form NS as to fat added in cooking
75226700.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Peppers;Pimiento	Pimiento
75236000.0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Yeast_or_yeast_extract_spread;Yeast	Yeast
75503040.0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Pickles_sweet	Pickles sweet
75503085.0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Ginger_root_pickled	Ginger root pickled
75506010.0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Mustard	Mustard
75510000.0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Olives_NFS	Olives NFS
